,River Discharge (cfs),Tunnel Discharge (cfs),sum
2012-12-06 13:15:00-07:00,10.0,2.01,12.01
2012-12-06 13:30:00-07:00,10.0,2.01,12.01
2012-12-06 13:45:00-07:00,10.0,2.01,12.01
2012-12-06 14:00:00-07:00,10.0,2.01,12.01
2012-12-06 14:15:00-07:00,10.0,2.01,12.01
2012-12-06 14:30:00-07:00,10.0,2.01,12.01
2012-12-06 14:45:00-07:00,10.0,2.01,12.01
2012-12-06 15:00:00-07:00,10.0,2.01,12.01
2012-12-06 15:15:00-07:00,10.0,2.01,12.01
2012-12-06 15:30:00-07:00,10.0,2.01,12.01
2012-12-06 15:45:00-07:00,10.0,2.01,12.01
2012-12-06 16:00:00-07:00,10.0,1.79,11.79
2012-12-06 16:15:00-07:00,10.0,1.79,11.79
2012-12-06 16:30:00-07:00,10.0,1.79,11.79
2012-12-06 16:45:00-07:00,10.0,1.79,11.79
2012-12-06 17:00:00-07:00,10.0,1.79,11.79
2012-12-06 17:15:00-07:00,10.0,1.79,11.79
2012-12-06 17:30:00-07:00,10.0,1.79,11.79
2012-12-06 17:45:00-07:00,10.0,1.79,11.79
2012-12-06 18:00:00-07:00,10.0,1.79,11.79
2012-12-06 18:15:00-07:00,10.0,3.01,13.01
2012-12-06 18:30:00-07:00,10.0,10.4,20.4
2012-12-06 18:45:00-07:00,10.0,10.4,20.4
2012-12-06 19:00:00-07:00,10.0,10.4,20.4
2012-12-06 19:15:00-07:00,10.0,10.4,20.4
2012-12-06 19:30:00-07:00,10.0,10.4,20.4
2012-12-06 19:45:00-07:00,10.0,10.4,20.4
2012-12-06 20:00:00-07:00,10.0,10.4,20.4
2012-12-06 20:15:00-07:00,10.0,10.4,20.4
2012-12-06 20:30:00-07:00,10.0,10.4,20.4
2012-12-06 20:45:00-07:00,10.0,10.4,20.4
2012-12-06 21:00:00-07:00,10.0,10.4,20.4
2012-12-06 21:15:00-07:00,10.0,10.4,20.4
2012-12-06 21:30:00-07:00,10.0,8.32,18.32
2012-12-06 21:45:00-07:00,10.0,6.1,16.1
2012-12-06 22:00:00-07:00,10.0,4.15,14.15
2012-12-06 22:15:00-07:00,10.0,3.01,13.01
2012-12-06 22:30:00-07:00,10.0,2.49,12.49
2012-12-06 22:45:00-07:00,10.0,2.25,12.25
2012-12-06 23:00:00-07:00,10.0,2.25,12.25
2012-12-06 23:15:00-07:00,10.0,2.25,12.25
2012-12-06 23:30:00-07:00,10.0,2.25,12.25
2012-12-06 23:45:00-07:00,10.0,2.25,12.25
2012-12-07 00:00:00-07:00,10.0,2.25,12.25
2012-12-07 00:15:00-07:00,10.0,2.25,12.25
2012-12-07 00:30:00-07:00,10.0,2.25,12.25
2012-12-07 00:45:00-07:00,10.0,2.25,12.25
2012-12-07 01:00:00-07:00,10.0,2.25,12.25
2012-12-07 01:15:00-07:00,10.0,2.25,12.25
2012-12-07 01:30:00-07:00,10.0,2.25,12.25
2012-12-07 01:45:00-07:00,10.0,2.25,12.25
2012-12-07 02:00:00-07:00,10.0,2.25,12.25
2012-12-07 02:15:00-07:00,10.0,2.25,12.25
2012-12-07 02:30:00-07:00,10.0,2.25,12.25
2012-12-07 02:45:00-07:00,10.0,2.25,12.25
2012-12-07 03:00:00-07:00,10.0,2.25,12.25
2012-12-07 03:15:00-07:00,10.0,2.25,12.25
2012-12-07 03:30:00-07:00,10.0,2.25,12.25
2012-12-07 03:45:00-07:00,10.0,2.25,12.25
2012-12-07 04:00:00-07:00,9.7,2.25,11.95
2012-12-07 04:15:00-07:00,10.0,2.25,12.25
2012-12-07 04:30:00-07:00,10.0,2.25,12.25
2012-12-07 04:45:00-07:00,10.0,2.25,12.25
2012-12-07 05:00:00-07:00,10.0,2.25,12.25
2012-12-07 05:15:00-07:00,10.0,2.25,12.25
2012-12-07 05:30:00-07:00,10.0,2.25,12.25
2012-12-07 05:45:00-07:00,10.0,2.25,12.25
2012-12-07 06:00:00-07:00,10.0,2.25,12.25
2012-12-07 06:15:00-07:00,10.0,2.01,12.01
2012-12-07 06:30:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 06:45:00-07:00,10.0,2.01,12.01
2012-12-07 07:00:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 07:15:00-07:00,10.0,2.01,12.01
2012-12-07 07:30:00-07:00,10.0,2.01,12.01
2012-12-07 07:45:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 08:00:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 08:15:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 08:30:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 08:45:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 09:00:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 09:15:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 09:30:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 09:45:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 10:00:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 10:15:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 10:30:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 10:45:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 11:00:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 11:15:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 11:30:00-07:00,9.3,2.01,11.31
2012-12-07 11:45:00-07:00,9.3,2.01,11.31
2012-12-07 12:00:00-07:00,9.3,2.01,11.31
2012-12-07 12:15:00-07:00,9.3,2.01,11.31
2012-12-07 12:30:00-07:00,9.0,2.01,11.01
2012-12-07 12:45:00-07:00,9.3,2.01,11.31
2012-12-07 13:00:00-07:00,9.3,2.01,11.31
2012-12-07 13:15:00-07:00,9.0,2.01,11.01
2012-12-07 13:30:00-07:00,9.0,2.01,11.01
2012-12-07 13:45:00-07:00,9.0,2.01,11.01
2012-12-07 14:00:00-07:00,9.0,2.01,11.01
2012-12-07 14:15:00-07:00,9.0,2.01,11.01
2012-12-07 14:30:00-07:00,8.6,2.01,10.61
2012-12-07 14:45:00-07:00,8.6,2.01,10.61
2012-12-07 15:00:00-07:00,8.6,2.01,10.61
2012-12-07 15:15:00-07:00,8.6,2.01,10.61
2012-12-07 15:30:00-07:00,8.6,2.01,10.61
2012-12-07 15:45:00-07:00,8.6,2.01,10.61
2012-12-07 16:00:00-07:00,8.6,2.01,10.61
2012-12-07 16:15:00-07:00,9.0,2.01,11.01
2012-12-07 16:30:00-07:00,9.0,2.01,11.01
2012-12-07 16:45:00-07:00,9.3,2.01,11.31
2012-12-07 17:00:00-07:00,9.3,2.01,11.31
2012-12-07 17:15:00-07:00,9.3,2.01,11.31
2012-12-07 17:30:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 17:45:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 18:00:00-07:00,9.7,2.01,11.709999999999999
2012-12-07 18:15:00-07:00,10.0,2.01,12.01
2012-12-07 18:30:00-07:00,10.0,2.01,12.01
2012-12-07 18:45:00-07:00,10.0,2.01,12.01
2012-12-07 19:00:00-07:00,10.0,2.01,12.01
2012-12-07 19:15:00-07:00,10.0,2.01,12.01
2012-12-07 19:30:00-07:00,10.0,2.01,12.01
2012-12-07 19:45:00-07:00,10.0,2.01,12.01
2012-12-07 20:00:00-07:00,10.0,2.01,12.01
2012-12-07 20:15:00-07:00,10.0,2.01,12.01
2012-12-07 20:30:00-07:00,10.0,2.01,12.01
2012-12-07 20:45:00-07:00,10.0,2.01,12.01
2012-12-07 21:00:00-07:00,10.0,2.01,12.01
2012-12-07 21:15:00-07:00,10.0,2.01,12.01
2012-12-07 21:30:00-07:00,10.0,2.01,12.01
2012-12-07 21:45:00-07:00,10.0,2.01,12.01
2012-12-07 22:00:00-07:00,10.0,2.01,12.01
2012-12-07 22:15:00-07:00,10.0,2.01,12.01
2012-12-07 22:30:00-07:00,10.0,2.01,12.01
2012-12-07 22:45:00-07:00,10.0,2.01,12.01
2012-12-07 23:00:00-07:00,11.0,2.01,13.01
2012-12-07 23:15:00-07:00,10.0,2.01,12.01
2012-12-07 23:30:00-07:00,10.0,2.01,12.01
2012-12-07 23:45:00-07:00,10.0,2.01,12.01
2012-12-08 00:00:00-07:00,10.0,2.01,12.01
2012-12-08 00:15:00-07:00,10.0,2.01,12.01
2012-12-08 00:30:00-07:00,10.0,2.01,12.01
2012-12-08 00:45:00-07:00,10.0,2.01,12.01
2012-12-08 01:00:00-07:00,10.0,2.01,12.01
2012-12-08 01:15:00-07:00,10.0,2.01,12.01
2012-12-08 01:30:00-07:00,10.0,2.01,12.01
2012-12-08 01:45:00-07:00,10.0,2.01,12.01
2012-12-08 02:00:00-07:00,10.0,2.01,12.01
2012-12-08 02:15:00-07:00,10.0,2.01,12.01
2012-12-08 02:30:00-07:00,10.0,2.01,12.01
2012-12-08 02:45:00-07:00,10.0,2.01,12.01
2012-12-08 03:00:00-07:00,10.0,2.01,12.01
2012-12-08 03:15:00-07:00,10.0,2.01,12.01
2012-12-08 03:30:00-07:00,10.0,2.01,12.01
2012-12-08 03:45:00-07:00,10.0,2.01,12.01
2012-12-08 04:00:00-07:00,10.0,2.01,12.01
2012-12-08 04:15:00-07:00,10.0,2.01,12.01
2012-12-08 04:30:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 04:45:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 05:00:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 05:15:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 05:30:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 05:45:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 06:00:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 06:15:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 06:30:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 06:45:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 07:00:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 07:15:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 07:30:00-07:00,9.7,2.01,11.709999999999999
2012-12-08 07:45:00-07:00,9.3,2.01,11.31
2012-12-08 08:00:00-07:00,9.3,2.01,11.31
2012-12-08 08:15:00-07:00,9.3,2.01,11.31
2012-12-08 08:30:00-07:00,9.3,2.01,11.31
2012-12-08 08:45:00-07:00,9.3,2.01,11.31
2012-12-08 09:00:00-07:00,9.3,2.01,11.31
2012-12-08 09:15:00-07:00,9.3,2.01,11.31
2012-12-08 09:30:00-07:00,9.0,2.01,11.01
2012-12-08 09:45:00-07:00,9.0,2.01,11.01
2012-12-08 10:00:00-07:00,9.0,2.01,11.01
2012-12-08 10:15:00-07:00,9.0,2.01,11.01
2012-12-08 10:30:00-07:00,9.0,2.01,11.01
2012-12-08 10:45:00-07:00,9.0,2.01,11.01
2012-12-08 11:00:00-07:00,8.6,2.01,10.61
2012-12-08 11:15:00-07:00,8.6,2.01,10.61
2012-12-08 11:30:00-07:00,8.6,2.01,10.61
2012-12-08 11:45:00-07:00,8.6,2.01,10.61
2012-12-08 12:00:00-07:00,8.0,2.01,10.01
2012-12-08 12:15:00-07:00,7.3,2.01,9.309999999999999
2012-12-08 12:30:00-07:00,7.0,2.01,9.01
2012-12-08 12:45:00-07:00,7.0,2.01,9.01
2012-12-08 13:00:00-07:00,7.3,2.01,9.309999999999999
2012-12-08 13:15:00-07:00,7.3,2.01,9.309999999999999
2012-12-08 13:30:00-07:00,7.3,2.01,9.309999999999999
2012-12-08 13:45:00-07:00,7.3,2.01,9.309999999999999
2012-12-08 14:00:00-07:00,7.3,2.01,9.309999999999999
2012-12-08 14:15:00-07:00,7.6,2.01,9.61
2012-12-08 14:30:00-07:00,7.6,2.01,9.61
2012-12-08 14:45:00-07:00,7.6,2.01,9.61
2012-12-08 15:00:00-07:00,7.6,2.01,9.61
2012-12-08 15:15:00-07:00,7.6,2.01,9.61
2012-12-08 15:30:00-07:00,7.6,2.01,9.61
2012-12-08 15:45:00-07:00,7.6,2.01,9.61
2012-12-08 16:00:00-07:00,8.0,2.01,10.01
2012-12-08 16:15:00-07:00,8.0,2.01,10.01
2012-12-08 16:30:00-07:00,8.0,2.01,10.01
2012-12-08 16:45:00-07:00,8.0,2.01,10.01
2012-12-08 17:00:00-07:00,8.0,2.01,10.01
2012-12-08 17:15:00-07:00,8.0,2.01,10.01
2012-12-08 17:30:00-07:00,8.0,2.01,10.01
2012-12-08 17:45:00-07:00,8.0,2.01,10.01
2012-12-08 18:00:00-07:00,8.0,2.01,10.01
2012-12-08 18:15:00-07:00,8.0,2.01,10.01
2012-12-08 18:30:00-07:00,8.0,2.01,10.01
2012-12-08 18:45:00-07:00,8.0,2.01,10.01
2012-12-08 19:00:00-07:00,8.3,2.01,10.31
2012-12-08 19:15:00-07:00,8.3,2.01,10.31
2012-12-08 19:30:00-07:00,8.3,2.01,10.31
2012-12-08 19:45:00-07:00,8.6,2.01,10.61
2012-12-08 20:00:00-07:00,8.6,2.01,10.61
2012-12-08 20:15:00-07:00,8.6,2.01,10.61
2012-12-08 20:30:00-07:00,9.0,2.01,11.01
2012-12-08 20:45:00-07:00,9.0,2.01,11.01
2012-12-08 21:00:00-07:00,9.0,2.01,11.01
2012-12-08 21:15:00-07:00,9.3,2.01,11.31
2012-12-08 21:30:00-07:00,9.3,2.01,11.31
2012-12-08 21:45:00-07:00,9.0,2.01,11.01
2012-12-08 22:00:00-07:00,9.0,2.01,11.01
2012-12-08 22:15:00-07:00,8.6,2.01,10.61
2012-12-08 22:30:00-07:00,8.3,2.01,10.31
2012-12-08 22:45:00-07:00,7.3,2.01,9.309999999999999
2012-12-08 23:00:00-07:00,7.6,2.01,9.61
2012-12-08 23:15:00-07:00,7.6,2.01,9.61
2012-12-08 23:30:00-07:00,7.0,2.01,9.01
2012-12-08 23:45:00-07:00,6.7,2.01,8.71
2012-12-12 00:00:00-07:00,9.7,1.37,11.07
2012-12-12 00:15:00-07:00,9.7,1.37,11.07
2012-12-12 00:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 00:45:00-07:00,9.7,1.37,11.07
2012-12-12 01:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 01:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 01:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 01:45:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 02:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 02:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 02:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 02:45:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 03:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 03:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 03:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 03:45:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 04:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 04:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 04:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 04:45:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 05:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 05:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 05:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 05:45:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 06:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 06:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 06:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 06:45:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 07:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 07:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 07:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 07:45:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 08:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 08:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 08:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 08:45:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 09:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 09:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 09:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 09:45:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 10:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 10:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 10:30:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 10:45:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 11:00:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 11:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-12 11:30:00-07:00,9.7,1.37,11.07
2012-12-12 11:45:00-07:00,9.7,1.37,11.07
2012-12-12 12:00:00-07:00,9.7,1.37,11.07
2012-12-12 12:15:00-07:00,9.7,1.37,11.07
2012-12-12 12:30:00-07:00,9.7,1.37,11.07
2012-12-12 12:45:00-07:00,9.7,1.37,11.07
2012-12-12 13:00:00-07:00,9.7,1.37,11.07
2012-12-12 13:15:00-07:00,10.0,1.37,11.370000000000001
2012-12-12 13:30:00-07:00,10.0,1.37,11.370000000000001
2012-12-12 13:45:00-07:00,10.0,1.37,11.370000000000001
2012-12-12 14:00:00-07:00,9.7,1.37,11.07
2012-12-12 14:15:00-07:00,9.7,1.37,11.07
2012-12-12 14:30:00-07:00,9.7,1.37,11.07
2012-12-12 14:45:00-07:00,9.7,1.57,11.27
2012-12-12 15:00:00-07:00,9.7,1.57,11.27
2012-12-12 15:15:00-07:00,9.7,1.57,11.27
2012-12-12 15:30:00-07:00,9.7,1.57,11.27
2012-12-12 15:45:00-07:00,9.7,1.57,11.27
2012-12-12 16:00:00-07:00,9.7,1.57,11.27
2012-12-12 16:15:00-07:00,9.7,1.57,11.27
2012-12-12 16:30:00-07:00,9.7,1.57,11.27
2012-12-12 16:45:00-07:00,9.7,1.57,11.27
2012-12-12 17:00:00-07:00,9.7,1.57,11.27
2012-12-12 17:15:00-07:00,9.7,1.57,11.27
2012-12-12 17:30:00-07:00,9.7,1.57,11.27
2012-12-12 17:45:00-07:00,9.7,1.57,11.27
2012-12-12 18:00:00-07:00,9.7,1.57,11.27
2012-12-12 18:15:00-07:00,9.7,1.57,11.27
2012-12-12 18:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 18:45:00-07:00,9.7,1.57,11.27
2012-12-12 19:00:00-07:00,9.7,1.57,11.27
2012-12-12 19:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 19:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 19:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 20:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 20:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 20:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 20:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 21:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 21:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 21:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 21:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 22:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 22:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 22:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 22:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 23:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 23:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 23:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-12 23:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 00:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 00:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 00:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 00:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 01:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 01:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 01:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 01:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 02:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 02:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 02:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 02:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 03:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 03:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 03:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 03:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 04:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 04:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 04:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 04:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 05:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 05:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 05:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 05:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 06:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 06:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 06:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 06:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 07:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 07:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 07:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 07:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 08:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 08:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 08:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 08:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 09:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 09:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 09:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 09:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 10:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 10:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 10:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 10:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 11:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 11:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 11:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 11:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 12:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 12:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 12:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 12:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 13:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 13:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 13:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 13:45:00-07:00,9.7,1.57,11.27
2012-12-13 14:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 14:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 14:30:00-07:00,9.7,1.57,11.27
2012-12-13 14:45:00-07:00,9.7,1.57,11.27
2012-12-13 15:00:00-07:00,9.7,1.57,11.27
2012-12-13 15:15:00-07:00,9.7,1.57,11.27
2012-12-13 15:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 15:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 16:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 16:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 16:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 16:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 17:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 17:15:00-07:00,9.3,1.37,10.670000000000002
2012-12-13 17:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 17:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 18:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 18:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 18:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 18:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 19:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 19:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 19:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 19:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 20:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 20:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 20:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 20:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 21:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 21:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 21:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 21:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 22:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 22:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 22:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 22:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 23:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 23:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 23:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-13 23:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 00:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 00:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 00:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 00:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 01:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 01:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 01:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 01:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 02:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 02:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 02:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 02:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 03:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 03:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 03:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 03:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 04:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 04:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 04:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 04:45:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 05:00:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 05:15:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 05:30:00-07:00,9.3,1.57,10.870000000000001
2012-12-14 05:45:00-07:00,9.3,1.57,10.870000000000001
