,River Discharge (cfs),Tunnel Discharge (cfs),sum
2012-01-02 00:00:00-07:00,8.5,3.28,11.78
2012-01-02 00:15:00-07:00,8.5,3.28,11.78
2012-01-02 00:30:00-07:00,8.5,3.28,11.78
2012-01-02 00:45:00-07:00,8.5,3.28,11.78
2012-01-02 01:00:00-07:00,8.5,3.28,11.78
2012-01-02 01:15:00-07:00,8.5,3.28,11.78
2012-01-02 01:30:00-07:00,8.5,3.28,11.78
2012-01-02 01:45:00-07:00,8.5,3.28,11.78
2012-01-02 02:00:00-07:00,8.5,3.28,11.78
2012-01-02 02:15:00-07:00,8.5,3.28,11.78
2012-01-02 02:30:00-07:00,8.5,3.28,11.78
2012-01-02 02:45:00-07:00,8.5,3.28,11.78
2012-01-02 03:00:00-07:00,8.5,3.28,11.78
2012-01-02 03:15:00-07:00,8.9,3.28,12.18
2012-01-02 03:30:00-07:00,8.5,3.28,11.78
2012-01-02 03:45:00-07:00,8.9,3.28,12.18
2012-01-02 04:00:00-07:00,8.5,3.28,11.78
2012-01-02 04:15:00-07:00,8.9,3.28,12.18
2012-01-02 04:30:00-07:00,8.9,3.28,12.18
2012-01-02 04:45:00-07:00,8.9,3.28,12.18
2012-01-02 05:00:00-07:00,8.9,3.28,12.18
2012-01-02 05:15:00-07:00,8.9,3.28,12.18
2012-01-02 05:30:00-07:00,8.5,3.28,11.78
2012-01-02 05:45:00-07:00,8.9,3.28,12.18
2012-01-02 06:00:00-07:00,8.9,3.28,12.18
2012-01-02 06:15:00-07:00,8.5,3.28,11.78
2012-01-02 06:30:00-07:00,8.5,3.28,11.78
2012-01-02 06:45:00-07:00,8.5,3.28,11.78
2012-01-02 07:00:00-07:00,8.9,3.28,12.18
2012-01-02 07:15:00-07:00,8.9,3.28,12.18
2012-01-02 07:30:00-07:00,8.5,3.28,11.78
2012-01-02 07:45:00-07:00,8.5,3.28,11.78
2012-01-02 08:00:00-07:00,8.9,3.28,12.18
2012-01-02 08:15:00-07:00,8.5,3.28,11.78
2012-01-02 08:30:00-07:00,8.5,3.28,11.78
2012-01-02 08:45:00-07:00,8.5,3.28,11.78
2012-01-02 09:00:00-07:00,8.5,3.28,11.78
2012-01-02 09:15:00-07:00,8.5,3.28,11.78
2012-01-02 09:30:00-07:00,8.9,3.28,12.18
2012-01-02 09:45:00-07:00,8.5,3.28,11.78
2012-01-02 10:00:00-07:00,8.9,3.28,12.18
2012-01-02 10:15:00-07:00,8.5,3.28,11.78
2012-01-02 10:30:00-07:00,8.9,3.28,12.18
2012-01-02 10:45:00-07:00,8.9,3.28,12.18
2012-01-02 11:00:00-07:00,8.9,3.28,12.18
2012-01-02 11:15:00-07:00,8.9,3.28,12.18
2012-01-02 11:30:00-07:00,8.9,3.28,12.18
2012-01-02 11:45:00-07:00,8.9,3.28,12.18
2012-01-02 12:00:00-07:00,9.3,3.28,12.58
2012-01-02 12:15:00-07:00,9.3,3.28,12.58
2012-01-02 12:30:00-07:00,9.3,3.28,12.58
2012-01-02 12:45:00-07:00,9.3,3.28,12.58
2012-01-02 13:00:00-07:00,9.7,3.28,12.979999999999999
2012-01-02 13:15:00-07:00,9.3,3.28,12.58
2012-01-02 13:30:00-07:00,9.3,3.28,12.58
2012-01-02 13:45:00-07:00,9.3,3.28,12.58
2012-01-02 14:00:00-07:00,8.9,3.28,12.18
2012-01-02 14:15:00-07:00,8.9,3.28,12.18
2012-01-02 14:30:00-07:00,9.3,3.28,12.58
2012-01-02 14:45:00-07:00,8.9,2.49,11.39
2012-01-02 15:00:00-07:00,8.9,2.25,11.15
2012-01-02 15:15:00-07:00,8.9,1.57,10.47
2012-01-02 15:30:00-07:00,8.9,1.17,10.07
2012-01-02 15:45:00-07:00,8.9,0.99,9.89
2012-01-02 16:00:00-07:00,8.9,0.99,9.89
2012-01-02 16:15:00-07:00,8.9,0.99,9.89
2012-01-02 16:30:00-07:00,8.9,0.99,9.89
2012-01-02 16:45:00-07:00,8.9,0.99,9.89
2012-01-02 17:00:00-07:00,8.9,0.99,9.89
2012-01-02 17:15:00-07:00,8.9,0.99,9.89
2012-01-02 17:30:00-07:00,8.9,0.99,9.89
2012-01-02 17:45:00-07:00,8.9,0.99,9.89
2012-01-02 18:00:00-07:00,8.9,0.99,9.89
2012-01-02 18:15:00-07:00,8.9,0.99,9.89
2012-01-02 18:30:00-07:00,8.9,0.99,9.89
2012-01-02 18:45:00-07:00,8.9,0.99,9.89
2012-01-02 19:00:00-07:00,8.9,0.99,9.89
2012-01-02 19:15:00-07:00,8.9,0.99,9.89
2012-01-02 19:30:00-07:00,8.9,0.99,9.89
2012-01-02 19:45:00-07:00,8.9,0.99,9.89
2012-01-02 20:00:00-07:00,8.9,0.99,9.89
2012-01-02 20:15:00-07:00,8.5,0.99,9.49
2012-01-02 20:30:00-07:00,8.5,0.99,9.49
2012-01-02 20:45:00-07:00,8.9,0.99,9.89
2012-01-02 21:00:00-07:00,8.9,2.01,10.91
2012-01-02 21:15:00-07:00,8.9,4.77,13.67
2012-01-02 21:30:00-07:00,8.9,4.77,13.67
2012-01-02 21:45:00-07:00,8.9,4.77,13.67
2012-01-02 22:00:00-07:00,8.9,4.77,13.67
2012-01-02 22:15:00-07:00,8.9,4.77,13.67
2012-01-02 22:30:00-07:00,8.9,4.77,13.67
2012-01-02 22:45:00-07:00,8.9,4.77,13.67
2012-01-02 23:00:00-07:00,8.9,4.77,13.67
2012-01-02 23:15:00-07:00,8.5,4.77,13.27
2012-01-02 23:30:00-07:00,8.9,4.77,13.67
2012-01-02 23:45:00-07:00,8.9,4.77,13.67
2012-01-03 00:00:00-07:00,8.9,4.77,13.67
2012-01-03 00:15:00-07:00,8.9,4.77,13.67
2012-01-03 00:30:00-07:00,8.9,4.77,13.67
2012-01-03 00:45:00-07:00,8.9,4.77,13.67
2012-01-03 01:00:00-07:00,8.9,4.77,13.67
2012-01-03 01:15:00-07:00,8.9,4.77,13.67
2012-01-03 01:30:00-07:00,8.9,4.77,13.67
2012-01-03 01:45:00-07:00,8.9,4.77,13.67
2012-01-03 02:00:00-07:00,8.9,4.77,13.67
2012-01-03 02:15:00-07:00,8.9,4.77,13.67
2012-01-03 02:30:00-07:00,8.9,4.77,13.67
2012-01-03 02:45:00-07:00,8.5,4.77,13.27
2012-01-03 03:00:00-07:00,8.9,4.77,13.67
2012-01-03 03:15:00-07:00,8.9,4.77,13.67
2012-01-03 03:30:00-07:00,8.9,4.77,13.67
2012-01-03 03:45:00-07:00,8.9,4.77,13.67
2012-01-03 04:00:00-07:00,8.9,4.77,13.67
2012-01-03 04:15:00-07:00,8.9,4.77,13.67
2012-01-03 04:30:00-07:00,8.5,4.77,13.27
2012-01-03 04:45:00-07:00,8.9,4.77,13.67
2012-01-03 05:00:00-07:00,8.9,4.77,13.67
2012-01-03 05:15:00-07:00,8.9,4.77,13.67
2012-01-03 05:30:00-07:00,8.9,4.77,13.67
2012-01-03 05:45:00-07:00,8.5,4.77,13.27
2012-01-03 06:00:00-07:00,8.5,4.77,13.27
2012-01-03 06:15:00-07:00,8.9,4.77,13.67
2012-01-03 06:30:00-07:00,8.5,4.77,13.27
2012-01-03 06:45:00-07:00,8.9,4.77,13.67
2012-01-03 07:00:00-07:00,8.5,4.77,13.27
2012-01-03 07:15:00-07:00,8.5,4.77,13.27
2012-01-03 07:30:00-07:00,8.9,4.77,13.67
2012-01-03 07:45:00-07:00,8.5,4.77,13.27
2012-01-03 08:00:00-07:00,8.5,4.77,13.27
2012-01-03 08:15:00-07:00,8.9,4.77,13.67
2012-01-03 08:30:00-07:00,8.9,4.77,13.67
2012-01-03 08:45:00-07:00,8.9,4.77,13.67
2012-01-03 09:00:00-07:00,8.5,4.77,13.27
2012-01-03 09:15:00-07:00,8.9,4.77,13.67
2012-01-03 09:30:00-07:00,8.5,4.77,13.27
2012-01-03 09:45:00-07:00,8.9,4.77,13.67
2012-01-03 10:00:00-07:00,8.5,4.77,13.27
2012-01-03 10:15:00-07:00,8.5,4.77,13.27
2012-01-03 10:30:00-07:00,8.5,4.77,13.27
2012-01-03 10:45:00-07:00,8.5,4.77,13.27
2012-01-03 11:00:00-07:00,8.9,4.77,13.67
2012-01-03 11:15:00-07:00,8.5,4.77,13.27
2012-01-03 11:30:00-07:00,8.9,4.77,13.67
2012-01-03 11:45:00-07:00,8.5,4.77,13.27
2012-01-03 12:00:00-07:00,8.5,4.77,13.27
2012-01-03 12:15:00-07:00,8.9,4.77,13.67
2012-01-03 12:30:00-07:00,8.9,4.77,13.67
2012-01-03 12:45:00-07:00,8.9,4.15,13.05
2012-01-03 13:00:00-07:00,8.9,3.01,11.91
2012-01-03 13:15:00-07:00,8.9,2.01,10.91
2012-01-03 13:30:00-07:00,8.9,1.37,10.27
2012-01-03 13:45:00-07:00,8.9,1.37,10.27
2012-01-03 14:00:00-07:00,8.9,1.17,10.07
2012-01-03 14:15:00-07:00,8.9,0.99,9.89
2012-01-03 14:30:00-07:00,8.9,0.82,9.72
2012-01-03 14:45:00-07:00,8.9,0.82,9.72
2012-01-03 15:00:00-07:00,8.9,0.66,9.56
2012-01-03 15:15:00-07:00,8.9,0.66,9.56
2012-01-03 15:30:00-07:00,8.9,0.66,9.56
2012-01-03 15:45:00-07:00,8.9,0.66,9.56
2012-01-03 16:00:00-07:00,8.9,0.66,9.56
2012-01-03 16:15:00-07:00,8.9,0.66,9.56
2012-01-03 16:30:00-07:00,8.9,0.66,9.56
2012-01-03 16:45:00-07:00,8.9,0.66,9.56
2012-01-03 17:00:00-07:00,8.9,0.66,9.56
2012-01-03 17:15:00-07:00,8.9,0.66,9.56
2012-01-03 17:30:00-07:00,8.9,0.66,9.56
2012-01-03 17:45:00-07:00,8.5,0.66,9.16
2012-01-03 18:00:00-07:00,8.9,0.66,9.56
2012-01-03 18:15:00-07:00,8.9,0.66,9.56
2012-01-03 18:30:00-07:00,8.9,0.66,9.56
2012-01-03 18:45:00-07:00,8.9,0.66,9.56
2012-01-03 19:00:00-07:00,8.5,0.66,9.16
2012-01-03 19:15:00-07:00,8.9,0.66,9.56
2012-01-03 19:30:00-07:00,8.5,0.66,9.16
2012-01-03 19:45:00-07:00,8.5,0.66,9.16
2012-01-03 20:00:00-07:00,8.5,0.66,9.16
2012-01-03 20:15:00-07:00,8.5,4.77,13.27
2012-01-03 20:30:00-07:00,8.5,8.72,17.22
2012-01-03 20:45:00-07:00,8.5,8.72,17.22
2012-01-03 21:00:00-07:00,8.9,8.72,17.62
2012-01-03 21:15:00-07:00,8.5,8.72,17.22
2012-01-03 21:30:00-07:00,8.9,8.72,17.62
2012-01-03 21:45:00-07:00,8.9,8.72,17.62
2012-01-03 22:00:00-07:00,8.5,8.72,17.22
2012-01-03 22:15:00-07:00,8.9,8.72,17.62
2012-01-03 22:30:00-07:00,8.9,8.72,17.62
2012-01-03 22:45:00-07:00,8.5,8.72,17.22
2012-01-03 23:00:00-07:00,8.5,8.72,17.22
2012-01-03 23:15:00-07:00,8.5,8.72,17.22
2012-01-03 23:30:00-07:00,8.5,8.72,17.22
2012-01-03 23:45:00-07:00,8.5,8.72,17.22
2012-01-04 00:00:00-07:00,8.9,8.72,17.62
2012-01-04 00:15:00-07:00,8.9,8.72,17.62
2012-01-04 00:30:00-07:00,8.5,8.72,17.22
2012-01-04 00:45:00-07:00,8.9,8.72,17.62
2012-01-04 01:00:00-07:00,8.9,8.72,17.62
2012-01-04 01:15:00-07:00,8.5,8.72,17.22
2012-01-04 01:30:00-07:00,8.5,8.72,17.22
2012-01-04 01:45:00-07:00,8.9,8.72,17.62
2012-01-04 02:00:00-07:00,8.5,8.72,17.22
2012-01-04 02:15:00-07:00,8.5,8.72,17.22
2012-01-04 02:30:00-07:00,8.5,8.72,17.22
2012-01-04 02:45:00-07:00,8.5,8.72,17.22
2012-01-04 03:00:00-07:00,8.1,8.72,16.82
2012-01-04 03:15:00-07:00,8.1,8.72,16.82
2012-01-04 03:30:00-07:00,7.8,8.72,16.52
2012-01-04 03:45:00-07:00,7.8,8.72,16.52
2012-01-04 04:00:00-07:00,7.4,8.72,16.12
2012-01-04 04:15:00-07:00,7.1,8.72,15.82
2012-01-04 04:30:00-07:00,7.1,8.72,15.82
2012-01-04 04:45:00-07:00,6.8,8.72,15.52
2012-01-04 05:00:00-07:00,6.5,8.72,15.22
2012-01-04 05:15:00-07:00,6.5,8.72,15.22
2012-01-04 05:30:00-07:00,6.5,8.72,15.22
2012-01-04 05:45:00-07:00,6.8,8.72,15.52
2012-01-04 06:00:00-07:00,7.1,8.72,15.82
2012-01-04 06:15:00-07:00,7.1,8.72,15.82
2012-01-04 06:30:00-07:00,7.1,8.72,15.82
2012-01-04 06:45:00-07:00,7.1,8.72,15.82
2012-01-04 07:00:00-07:00,7.1,8.72,15.82
2012-01-04 07:15:00-07:00,7.1,8.72,15.82
2012-01-04 07:30:00-07:00,7.1,8.72,15.82
2012-01-04 07:45:00-07:00,7.1,8.72,15.82
2012-01-04 08:00:00-07:00,7.1,8.72,15.82
2012-01-04 08:15:00-07:00,7.1,8.72,15.82
2012-01-04 08:30:00-07:00,7.1,8.72,15.82
2012-01-04 08:45:00-07:00,7.1,8.72,15.82
2012-01-04 09:00:00-07:00,7.1,8.72,15.82
2012-01-04 09:15:00-07:00,7.4,8.72,16.12
2012-01-04 09:30:00-07:00,7.8,8.72,16.52
2012-01-04 09:45:00-07:00,7.8,8.72,16.52
2012-01-04 10:00:00-07:00,8.5,8.72,17.22
2012-01-04 10:15:00-07:00,8.9,8.72,17.62
2012-01-04 10:30:00-07:00,9.7,8.72,18.42
2012-01-04 10:45:00-07:00,10.0,8.72,18.72
2012-01-04 11:00:00-07:00,10.0,8.72,18.72
2012-01-04 11:15:00-07:00,10.0,8.72,18.72
2012-01-04 11:30:00-07:00,11.0,8.72,19.72
2012-01-04 11:45:00-07:00,11.0,8.72,19.72
2012-01-04 12:00:00-07:00,11.0,8.72,19.72
2012-01-04 12:15:00-07:00,10.0,8.72,18.72
2012-01-04 12:30:00-07:00,10.0,8.72,18.72
2012-01-04 12:45:00-07:00,11.0,8.72,19.72
2012-01-04 13:00:00-07:00,11.0,8.32,19.32
2012-01-04 13:15:00-07:00,10.0,8.32,18.32
2012-01-04 13:30:00-07:00,9.7,8.32,18.02
2012-01-04 13:45:00-07:00,11.0,8.32,19.32
2012-01-04 14:00:00-07:00,12.0,7.93,19.93
2012-01-04 14:15:00-07:00,10.0,6.1,16.1
2012-01-04 14:30:00-07:00,9.3,3.85,13.15
2012-01-04 14:45:00-07:00,8.9,2.49,11.39
2012-01-04 15:00:00-07:00,8.9,1.57,10.47
2012-01-04 15:15:00-07:00,8.9,1.17,10.07
2012-01-04 15:30:00-07:00,8.9,0.82,9.72
2012-01-04 15:45:00-07:00,8.9,0.66,9.56
2012-01-04 16:00:00-07:00,8.9,0.66,9.56
2012-01-04 16:15:00-07:00,8.9,0.82,9.72
2012-01-04 16:30:00-07:00,8.9,0.82,9.72
2012-01-04 16:45:00-07:00,8.9,0.82,9.72
2012-01-04 17:00:00-07:00,8.9,0.82,9.72
2012-01-04 17:15:00-07:00,8.9,0.66,9.56
2012-01-04 17:30:00-07:00,8.5,0.66,9.16
2012-01-04 17:45:00-07:00,8.9,0.66,9.56
2012-01-04 18:00:00-07:00,8.5,0.66,9.16
2012-01-04 18:15:00-07:00,8.9,0.66,9.56
2012-01-04 18:30:00-07:00,8.9,0.66,9.56
2012-01-04 18:45:00-07:00,8.5,2.01,10.51
2012-01-04 19:00:00-07:00,8.9,4.77,13.67
2012-01-04 19:15:00-07:00,8.5,4.77,13.27
2012-01-04 19:30:00-07:00,8.5,4.77,13.27
2012-01-04 19:45:00-07:00,8.9,4.77,13.67
2012-01-04 20:00:00-07:00,8.5,4.77,13.27
2012-01-04 20:15:00-07:00,8.5,4.77,13.27
2012-01-04 20:30:00-07:00,8.5,4.77,13.27
2012-01-04 20:45:00-07:00,8.5,4.77,13.27
2012-01-04 21:00:00-07:00,8.5,4.77,13.27
2012-01-04 21:15:00-07:00,8.5,4.77,13.27
2012-01-04 21:30:00-07:00,8.5,4.77,13.27
2012-01-04 21:45:00-07:00,8.5,4.77,13.27
2012-01-04 22:00:00-07:00,8.5,4.77,13.27
2012-01-04 22:15:00-07:00,8.9,4.77,13.67
2012-01-04 22:30:00-07:00,8.5,4.77,13.27
2012-01-04 22:45:00-07:00,8.5,4.77,13.27
2012-01-04 23:00:00-07:00,8.5,4.77,13.27
2012-01-04 23:15:00-07:00,8.9,4.77,13.67
2012-01-04 23:30:00-07:00,8.5,4.77,13.27
2012-01-04 23:45:00-07:00,8.9,4.77,13.67
2012-01-05 00:00:00-07:00,8.9,4.77,13.67
2012-01-05 00:15:00-07:00,8.5,4.77,13.27
2012-01-05 00:30:00-07:00,8.9,4.77,13.67
2012-01-05 00:45:00-07:00,8.5,4.77,13.27
2012-01-05 01:00:00-07:00,8.5,4.77,13.27
2012-01-05 01:15:00-07:00,8.5,4.77,13.27
2012-01-05 01:30:00-07:00,8.5,4.77,13.27
2012-01-05 01:45:00-07:00,8.5,4.77,13.27
2012-01-05 02:00:00-07:00,8.9,4.77,13.67
2012-01-05 02:15:00-07:00,8.5,4.77,13.27
2012-01-05 02:30:00-07:00,8.5,4.77,13.27
2012-01-05 02:45:00-07:00,8.5,4.77,13.27
2012-01-05 03:00:00-07:00,8.9,4.77,13.67
2012-01-05 03:15:00-07:00,8.5,4.77,13.27
2012-01-05 03:30:00-07:00,8.5,4.77,13.27
2012-01-05 03:45:00-07:00,8.5,4.77,13.27
2012-01-05 04:00:00-07:00,8.5,4.77,13.27
2012-01-05 04:15:00-07:00,8.5,4.77,13.27
2012-01-05 04:30:00-07:00,8.5,4.77,13.27
2012-01-05 04:45:00-07:00,8.5,4.77,13.27
2012-01-05 05:00:00-07:00,8.9,4.77,13.67
2012-01-05 05:15:00-07:00,8.5,4.77,13.27
2012-01-05 05:30:00-07:00,8.5,4.77,13.27
2012-01-05 05:45:00-07:00,8.9,4.77,13.67
2012-01-05 06:00:00-07:00,8.5,4.77,13.27
2012-01-05 06:15:00-07:00,8.5,4.77,13.27
2012-01-05 06:30:00-07:00,8.5,4.15,12.65
2012-01-05 06:45:00-07:00,8.5,3.01,11.51
2012-01-05 07:00:00-07:00,8.5,2.01,10.51
2012-01-05 07:15:00-07:00,8.5,1.37,9.870000000000001
2012-01-05 07:30:00-07:00,8.5,0.82,9.32
2012-01-05 07:45:00-07:00,8.5,0.82,9.32
2012-01-05 08:00:00-07:00,8.5,0.66,9.16
2012-01-05 08:15:00-07:00,8.5,0.66,9.16
2012-01-05 08:30:00-07:00,8.5,0.82,9.32
2012-01-05 08:45:00-07:00,8.5,0.66,9.16
2012-01-05 09:00:00-07:00,8.5,0.66,9.16
2012-01-05 09:15:00-07:00,8.5,0.82,9.32
2012-01-05 09:30:00-07:00,8.5,0.66,9.16
2012-01-05 09:45:00-07:00,8.5,0.66,9.16
2012-01-05 10:00:00-07:00,8.5,0.66,9.16
2012-01-05 10:15:00-07:00,8.5,0.66,9.16
2012-01-05 10:30:00-07:00,8.5,0.66,9.16
2012-01-05 10:45:00-07:00,8.5,0.66,9.16
2012-01-05 11:00:00-07:00,8.9,0.66,9.56
2012-01-05 11:15:00-07:00,8.5,0.66,9.16
2012-01-05 11:30:00-07:00,8.9,0.66,9.56
2012-01-05 11:45:00-07:00,8.5,0.66,9.16
2012-01-05 12:00:00-07:00,8.5,0.66,9.16
2012-01-05 12:15:00-07:00,8.9,0.66,9.56
2012-01-05 12:30:00-07:00,8.9,0.66,9.56
2012-01-05 12:45:00-07:00,8.5,0.66,9.16
2012-01-05 13:00:00-07:00,8.9,0.66,9.56
2012-01-05 13:15:00-07:00,8.9,0.66,9.56
2012-01-05 13:30:00-07:00,8.9,0.66,9.56
2012-01-05 13:45:00-07:00,8.9,0.66,9.56
2012-01-05 14:00:00-07:00,8.9,0.66,9.56
2012-01-05 14:15:00-07:00,8.9,0.66,9.56
2012-01-05 14:30:00-07:00,8.9,0.66,9.56
2012-01-05 14:45:00-07:00,8.9,0.66,9.56
2012-01-05 15:00:00-07:00,8.9,0.66,9.56
2012-01-05 15:15:00-07:00,8.9,0.66,9.56
2012-01-05 15:30:00-07:00,8.9,0.66,9.56
2012-01-05 15:45:00-07:00,8.9,0.66,9.56
2012-01-05 16:00:00-07:00,8.9,0.66,9.56
2012-01-05 16:15:00-07:00,8.9,0.66,9.56
2012-01-05 16:30:00-07:00,8.5,0.66,9.16
2012-01-05 16:45:00-07:00,8.9,0.66,9.56
2012-01-05 17:00:00-07:00,8.9,0.66,9.56
2012-01-05 17:15:00-07:00,8.9,0.66,9.56
2012-01-05 17:30:00-07:00,8.5,0.66,9.16
2012-01-05 17:45:00-07:00,8.9,0.66,9.56
2012-01-05 18:00:00-07:00,8.9,0.66,9.56
2012-01-05 18:15:00-07:00,8.5,0.66,9.16
2012-01-05 18:30:00-07:00,8.5,0.66,9.16
2012-01-05 18:45:00-07:00,8.5,0.66,9.16
2012-01-05 19:00:00-07:00,8.5,0.66,9.16
2012-01-05 19:15:00-07:00,8.5,0.66,9.16
2012-01-05 19:30:00-07:00,8.5,0.66,9.16
2012-01-05 19:45:00-07:00,8.5,0.66,9.16
2012-01-05 20:00:00-07:00,8.5,0.66,9.16
2012-01-05 20:15:00-07:00,8.5,0.66,9.16
2012-01-05 20:30:00-07:00,8.5,0.66,9.16
2012-01-05 20:45:00-07:00,8.5,0.66,9.16
2012-01-05 21:00:00-07:00,8.9,0.66,9.56
2012-01-05 21:15:00-07:00,8.5,0.66,9.16
2012-01-05 21:30:00-07:00,8.5,0.66,9.16
2012-01-05 21:45:00-07:00,8.5,0.66,9.16
2012-01-05 22:00:00-07:00,8.5,0.66,9.16
2012-01-05 22:15:00-07:00,8.5,0.66,9.16
2012-01-05 22:30:00-07:00,8.9,0.66,9.56
2012-01-05 22:45:00-07:00,8.5,0.66,9.16
2012-01-05 23:00:00-07:00,8.5,0.66,9.16
2012-01-05 23:15:00-07:00,8.9,0.66,9.56
2012-01-05 23:30:00-07:00,8.5,0.66,9.16
2012-01-05 23:45:00-07:00,8.9,0.66,9.56
2012-01-06 00:00:00-07:00,8.9,0.66,9.56
2012-01-06 00:15:00-07:00,8.9,0.66,9.56
2012-01-06 00:30:00-07:00,8.9,0.66,9.56
2012-01-06 00:45:00-07:00,8.9,0.66,9.56
2012-01-06 01:00:00-07:00,8.9,3.01,11.91
2012-01-06 01:15:00-07:00,8.5,5.09,13.59
2012-01-06 01:30:00-07:00,8.5,5.09,13.59
2012-01-06 01:45:00-07:00,8.5,5.09,13.59
2012-01-06 02:00:00-07:00,8.5,5.09,13.59
2012-01-06 02:15:00-07:00,8.9,5.09,13.99
2012-01-06 02:30:00-07:00,8.5,5.09,13.59
2012-01-06 02:45:00-07:00,8.5,5.09,13.59
2012-01-06 03:00:00-07:00,8.5,5.09,13.59
2012-01-06 03:15:00-07:00,8.9,5.09,13.99
2012-01-06 03:30:00-07:00,8.5,5.09,13.59
2012-01-06 03:45:00-07:00,8.5,5.09,13.59
2012-01-06 04:00:00-07:00,8.5,5.09,13.59
2012-01-06 04:15:00-07:00,8.5,5.09,13.59
2012-01-06 04:30:00-07:00,8.9,5.09,13.99
2012-01-06 04:45:00-07:00,8.9,5.09,13.99
2012-01-06 05:00:00-07:00,8.9,5.09,13.99
2012-01-06 05:15:00-07:00,8.9,5.09,13.99
2012-01-06 05:30:00-07:00,8.5,5.09,13.59
2012-01-06 05:45:00-07:00,8.5,5.09,13.59
2012-01-06 06:00:00-07:00,8.9,5.09,13.99
2012-01-06 06:15:00-07:00,8.5,5.09,13.59
2012-01-06 06:30:00-07:00,8.9,5.09,13.99
2012-01-06 06:45:00-07:00,8.9,5.09,13.99
2012-01-06 07:00:00-07:00,8.5,5.09,13.59
2012-01-06 07:15:00-07:00,8.9,5.09,13.99
2012-01-06 07:30:00-07:00,8.9,5.09,13.99
2012-01-06 07:45:00-07:00,8.5,5.09,13.59
2012-01-06 08:00:00-07:00,8.5,5.09,13.59
2012-01-06 08:15:00-07:00,8.5,5.09,13.59
2012-01-06 08:30:00-07:00,8.5,5.09,13.59
2012-01-06 08:45:00-07:00,8.5,5.09,13.59
2012-01-06 09:00:00-07:00,8.5,5.09,13.59
2012-01-06 09:15:00-07:00,8.5,5.09,13.59
2012-01-06 09:30:00-07:00,8.5,5.09,13.59
2012-01-06 09:45:00-07:00,8.5,5.09,13.59
2012-01-06 10:00:00-07:00,8.5,5.09,13.59
2012-01-06 10:15:00-07:00,8.5,5.09,13.59
2012-01-06 10:30:00-07:00,8.5,5.09,13.59
2012-01-06 10:45:00-07:00,8.5,5.09,13.59
2012-01-06 11:00:00-07:00,8.5,5.09,13.59
2012-01-06 11:15:00-07:00,8.5,5.09,13.59
2012-01-06 11:30:00-07:00,8.9,5.09,13.99
2012-01-06 11:45:00-07:00,8.5,5.09,13.59
2012-01-06 12:00:00-07:00,8.9,5.09,13.99
2012-01-06 12:15:00-07:00,8.9,5.09,13.99
2012-01-06 12:30:00-07:00,8.9,5.09,13.99
2012-01-06 12:45:00-07:00,8.5,5.09,13.59
2012-01-06 13:00:00-07:00,8.9,5.09,13.99
2012-01-06 13:15:00-07:00,8.9,5.09,13.99
2012-01-06 13:30:00-07:00,8.9,5.09,13.99
2012-01-06 13:45:00-07:00,8.9,5.09,13.99
2012-01-06 14:00:00-07:00,8.9,5.09,13.99
2012-01-06 14:15:00-07:00,8.9,5.09,13.99
2012-01-06 14:30:00-07:00,8.9,5.09,13.99
2012-01-06 14:45:00-07:00,8.9,5.09,13.99
2012-01-06 15:00:00-07:00,8.9,5.09,13.99
2012-01-06 15:15:00-07:00,8.9,5.09,13.99
2012-01-06 15:30:00-07:00,8.9,5.09,13.99
2012-01-06 15:45:00-07:00,8.5,5.09,13.59
2012-01-06 16:00:00-07:00,8.9,3.28,12.18
2012-01-06 16:15:00-07:00,8.9,2.49,11.39
2012-01-06 16:30:00-07:00,8.9,1.57,10.47
2012-01-06 16:45:00-07:00,8.5,0.99,9.49
2012-01-06 17:00:00-07:00,8.5,0.82,9.32
2012-01-06 17:15:00-07:00,8.5,0.66,9.16
2012-01-06 17:30:00-07:00,8.9,0.66,9.56
2012-01-06 17:45:00-07:00,8.5,0.66,9.16
2012-01-06 18:00:00-07:00,8.5,0.66,9.16
2012-01-06 18:15:00-07:00,8.5,0.66,9.16
2012-01-06 18:30:00-07:00,8.9,0.66,9.56
2012-01-06 18:45:00-07:00,8.5,0.66,9.16
2012-01-06 19:00:00-07:00,8.5,0.66,9.16
2012-01-06 19:15:00-07:00,8.5,0.66,9.16
2012-01-06 19:30:00-07:00,8.9,0.66,9.56
2012-01-06 19:45:00-07:00,8.5,0.66,9.16
2012-01-06 20:00:00-07:00,8.5,0.66,9.16
2012-01-06 20:15:00-07:00,8.5,0.66,9.16
2012-01-06 20:30:00-07:00,8.5,0.66,9.16
2012-01-06 20:45:00-07:00,8.5,0.66,9.16
2012-01-06 21:00:00-07:00,8.5,0.66,9.16
2012-01-06 21:15:00-07:00,8.5,0.66,9.16
2012-01-06 21:30:00-07:00,8.5,0.66,9.16
2012-01-06 21:45:00-07:00,8.5,0.66,9.16
2012-01-06 22:00:00-07:00,8.5,0.66,9.16
2012-01-06 22:15:00-07:00,8.5,0.66,9.16
2012-01-06 22:30:00-07:00,8.5,0.66,9.16
2012-01-06 22:45:00-07:00,8.5,0.66,9.16
2012-01-06 23:00:00-07:00,8.9,0.66,9.56
2012-01-06 23:15:00-07:00,8.5,0.66,9.16
2012-01-06 23:30:00-07:00,8.5,0.66,9.16
2012-01-06 23:45:00-07:00,8.5,4.77,13.27
2012-01-07 00:00:00-07:00,8.5,6.1,14.6
