agency_cd	site_no	datetime	tz_cd	01_00060	01_00060_cd	03_00065	03_00065_cd
5s	15s	20d	6s	14n	10s	14n	10s
USGS	09073300	2015-05-01 00:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 00:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 00:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 00:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 01:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 01:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 01:30	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 01:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 02:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 02:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 02:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 02:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 03:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 03:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 03:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 03:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 04:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 04:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 04:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 04:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 05:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 05:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 05:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 05:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 06:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 06:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 06:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 06:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 07:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 07:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 07:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 07:45	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 08:00	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 08:15	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 08:30	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 08:45	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 09:00	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 09:15	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 09:30	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 09:45	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 10:00	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 10:15	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 10:30	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 10:45	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 11:00	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 11:15	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 11:30	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 11:45	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 12:00	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 12:15	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 12:30	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 12:45	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 13:00	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 13:15	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 13:30	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 13:45	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 14:00	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 14:15	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 14:30	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 14:45	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 15:00	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 15:15	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 15:30	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 15:45	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 16:00	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 16:15	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 16:30	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 16:45	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 17:00	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 17:15	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 17:30	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 17:45	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 18:00	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 18:15	MDT	48	P	1.34	P
USGS	09073300	2015-05-01 18:30	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 18:45	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 19:00	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 19:15	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 19:30	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 19:45	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 20:00	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 20:15	MDT	49	P	1.35	P
USGS	09073300	2015-05-01 20:30	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 20:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 21:00	MDT	50	P	1.36	P
USGS	09073300	2015-05-01 21:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 21:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 21:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-01 22:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 22:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 22:30	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 22:45	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 23:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 23:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-01 23:30	MDT	53	P	1.39	P
USGS	09073300	2015-05-01 23:45	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 00:00	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 00:15	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 00:30	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 00:45	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 01:00	MDT	55	P	1.40	P
USGS	09073300	2015-05-02 01:15	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 01:30	MDT	55	P	1.40	P
USGS	09073300	2015-05-02 01:45	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 02:00	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 02:15	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 02:30	MDT	55	P	1.40	P
USGS	09073300	2015-05-02 02:45	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 03:00	MDT	55	P	1.40	P
USGS	09073300	2015-05-02 03:15	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 03:30	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 03:45	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 04:00	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 04:15	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 04:30	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 04:45	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 05:00	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 05:15	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 05:30	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 05:45	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 06:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 06:15	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 06:30	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 06:45	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 07:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 07:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 07:30	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 07:45	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 08:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 08:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 08:30	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 08:45	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 09:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 09:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 09:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 09:45	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 10:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 10:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 10:30	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 10:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 11:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 11:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 11:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 11:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 12:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 12:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 12:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 12:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 13:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 13:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 13:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 13:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 14:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 14:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 14:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 14:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 15:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 15:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 15:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 15:45	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 16:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 16:15	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 16:30	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 16:45	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 17:00	MDT	51	P	1.37	P
USGS	09073300	2015-05-02 17:15	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 17:30	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 17:45	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 18:00	MDT	52	P	1.38	P
USGS	09073300	2015-05-02 18:15	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 18:30	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 18:45	MDT	53	P	1.39	P
USGS	09073300	2015-05-02 19:00	MDT	55	P	1.40	P
USGS	09073300	2015-05-02 19:15	MDT	55	P	1.40	P
USGS	09073300	2015-05-02 19:30	MDT	56	P	1.41	P
USGS	09073300	2015-05-02 19:45	MDT	56	P	1.41	P
USGS	09073300	2015-05-02 20:00	MDT	57	P	1.42	P
USGS	09073300	2015-05-02 20:15	MDT	57	P	1.42	P
USGS	09073300	2015-05-02 20:30	MDT	58	P	1.43	P
USGS	09073300	2015-05-02 20:45	MDT	59	P	1.44	P
USGS	09073300	2015-05-02 21:00	MDT	59	P	1.44	P
USGS	09073300	2015-05-02 21:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-02 21:30	MDT	61	P	1.45	P
USGS	09073300	2015-05-02 21:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-02 22:00	MDT	62	P	1.46	P
USGS	09073300	2015-05-02 22:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-02 22:30	MDT	63	P	1.47	P
USGS	09073300	2015-05-02 22:45	MDT	63	P	1.47	P
USGS	09073300	2015-05-02 23:00	MDT	63	P	1.47	P
USGS	09073300	2015-05-02 23:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-02 23:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-02 23:45	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 00:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 00:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 00:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 00:45	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 01:00	MDT	66	P	1.49	P
USGS	09073300	2015-05-03 01:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 01:30	MDT	66	P	1.49	P
USGS	09073300	2015-05-03 01:45	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 02:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 02:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 02:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 02:45	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 03:00	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 03:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 03:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 03:45	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 04:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 04:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 04:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 04:45	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 05:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 05:15	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 05:30	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 05:45	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 06:00	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 06:15	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 06:30	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 06:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 07:00	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 07:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 07:30	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 07:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 08:00	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 08:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 08:30	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 08:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 09:00	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 09:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 09:30	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 09:45	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 10:00	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 10:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 10:30	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 10:45	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 11:00	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 11:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 11:30	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 11:45	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 12:00	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 12:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 12:30	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 12:45	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 13:00	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 13:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 13:30	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 13:45	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 14:00	MDT	58	P	1.43	P
USGS	09073300	2015-05-03 14:15	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 14:30	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 14:45	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 15:00	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 15:15	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 15:30	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 15:45	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 16:00	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 16:15	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 16:30	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 16:45	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 17:00	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 17:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 17:30	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 17:45	MDT	59	P	1.44	P
USGS	09073300	2015-05-03 18:00	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 18:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 18:30	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 18:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 19:00	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 19:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 19:30	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 19:45	MDT	61	P	1.45	P
USGS	09073300	2015-05-03 20:00	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 20:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 20:30	MDT	62	P	1.46	P
USGS	09073300	2015-05-03 20:45	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 21:00	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 21:15	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 21:30	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 21:45	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 22:00	MDT	63	P	1.47	P
USGS	09073300	2015-05-03 22:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 22:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 22:45	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 23:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 23:15	MDT	66	P	1.49	P
USGS	09073300	2015-05-03 23:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-03 23:45	MDT	66	P	1.49	P
USGS	09073300	2015-05-04 00:00	MDT	66	P	1.49	P
USGS	09073300	2015-05-04 00:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 00:30	MDT	66	P	1.49	P
USGS	09073300	2015-05-04 00:45	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 01:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 01:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 01:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 01:45	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 02:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 02:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 02:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 02:45	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 03:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 03:15	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 03:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 03:45	MDT	66	P	1.49	P
USGS	09073300	2015-05-04 04:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 04:15	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 04:30	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 04:45	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 05:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 05:15	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 05:30	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 05:45	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 06:00	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 06:15	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 06:30	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 06:45	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 07:00	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 07:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 07:30	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 07:45	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 08:00	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 08:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 08:30	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 08:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 09:00	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 09:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 09:30	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 09:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 10:00	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 10:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 10:30	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 10:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 11:00	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 11:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 11:30	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 11:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 12:00	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 12:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 12:30	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 12:45	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 13:00	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 13:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 13:30	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 13:45	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 14:00	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 14:15	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 14:30	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 14:45	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 15:00	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 15:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 15:30	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 15:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 16:00	MDT	61	P	1.45	P
USGS	09073300	2015-05-04 16:15	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 16:30	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 16:45	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 17:00	MDT	62	P	1.46	P
USGS	09073300	2015-05-04 17:15	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 17:30	MDT	63	P	1.47	P
USGS	09073300	2015-05-04 17:45	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 18:00	MDT	64	P	1.48	P
USGS	09073300	2015-05-04 18:15	MDT	66	P	1.49	P
USGS	09073300	2015-05-04 18:30	MDT	66	P	1.49	P
USGS	09073300	2015-05-04 18:45	MDT	67	P	1.50	P
USGS	09073300	2015-05-04 19:00	MDT	68	P	1.51	P
USGS	09073300	2015-05-04 19:15	MDT	68	P	1.51	P
USGS	09073300	2015-05-04 19:30	MDT	68	P	1.51	P
USGS	09073300	2015-05-04 19:45	MDT	68	P	1.51	P
USGS	09073300	2015-05-04 20:00	MDT	71	P	1.53	P
USGS	09073300	2015-05-04 20:15	MDT	70	P	1.52	P
USGS	09073300	2015-05-04 20:30	MDT	71	P	1.53	P
USGS	09073300	2015-05-04 20:45	MDT	71	P	1.53	P
USGS	09073300	2015-05-04 21:00	MDT	72	P	1.54	P
USGS	09073300	2015-05-04 21:15	MDT	71	P	1.53	P
USGS	09073300	2015-05-04 21:30	MDT	74	P	1.55	P
USGS	09073300	2015-05-04 21:45	MDT	72	P	1.54	P
USGS	09073300	2015-05-04 22:00	MDT	74	P	1.55	P
USGS	09073300	2015-05-04 22:15	MDT	74	P	1.55	P
USGS	09073300	2015-05-04 22:30	MDT	74	P	1.55	P
USGS	09073300	2015-05-04 22:45	MDT	72	P	1.54	P
USGS	09073300	2015-05-04 23:00	MDT	74	P	1.55	P
USGS	09073300	2015-05-04 23:15	MDT	74	P	1.55	P
USGS	09073300	2015-05-04 23:30	MDT	74	P	1.55	P
USGS	09073300	2015-05-04 23:45	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 00:00	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 00:15	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 00:30	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 00:45	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 01:00	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 01:15	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 01:30	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 01:45	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 02:00	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 02:15	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 02:30	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 02:45	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 03:00	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 03:15	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 03:30	MDT	77	P	1.57	P
USGS	09073300	2015-05-05 03:45	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 04:00	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 04:15	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 04:30	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 04:45	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 05:00	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 05:15	MDT	72	P	1.54	P
USGS	09073300	2015-05-05 05:30	MDT	75	P	1.56	P
USGS	09073300	2015-05-05 05:45	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 06:00	MDT	72	P	1.54	P
USGS	09073300	2015-05-05 06:15	MDT	72	P	1.54	P
USGS	09073300	2015-05-05 06:30	MDT	74	P	1.55	P
USGS	09073300	2015-05-05 06:45	MDT	72	P	1.54	P
USGS	09073300	2015-05-05 07:00	MDT	71	P	1.53	P
USGS	09073300	2015-05-05 07:15	MDT	72	P	1.54	P
USGS	09073300	2015-05-05 07:30	MDT	71	P	1.53	P
USGS	09073300	2015-05-05 07:45	MDT	72	P	1.54	P
USGS	09073300	2015-05-05 08:00	MDT	72	P	1.54	P
USGS	09073300	2015-05-05 08:15	MDT	71	P	1.53	P
USGS	09073300	2015-05-05 08:30	MDT	71	P	1.53	P
USGS	09073300	2015-05-05 08:45	MDT	71	P	1.53	P
USGS	09073300	2015-05-05 09:00	MDT	71	P	1.53	P
USGS	09073300	2015-05-05 09:15	MDT	71	P	1.53	P
